Date,RAY,QQQ,T10Y3M,CL1,HG1,GC1,XAG,VNQ,EURtoUSD,EEM,VIX,label
2/24/14,0.531036928,0.369441494,0.040044299,0.102998678,-0.473297341,1.045657273,0.453820773,0.167742163,-0.144294999,-0.008894137,-0.48761497,1
2/25/14,-0.149614077,-0.149931263,-0.032732773,-0.126160484,-0.263788918,0.327175668,-0.292277122,0.234933815,0.151998254,-0.835832711,-0.564728917,1
2/26/14,0.030621653,-0.132179595,-0.012570807,0.123394238,-0.320816765,-1.09046713,-1.574980433,0.155406249,-0.807234232,0.046871534,-0.471090553,1
2/27/14,0.407260046,0.126817199,0.008448861,-0.012618462,-0.186903733,0.248988581,0.079298344,-0.237491109,0.336633336,1.365601239,-0.513778631,1
2/28/14,0.122950183,-0.14990169,0.019140246,0.041513881,0.038656243,-0.762562464,-0.123276762,0.706456032,1.311805989,-0.501063012,-0.51928677,0
3/3/14,-0.694595327,-0.658567438,-0.045253847,0.346031717,-0.413104098,2.103048919,0.5161867,0.020137782,-0.930275082,-1.293613915,-0.243879817,1
3/4/14,1.425376762,0.963956009,0.128988995,-0.206843224,0.92468244,-0.911266141,-0.656853685,1.11131434,0.123768016,1.224277833,-0.505516422,1
3/5/14,-0.084084396,0.161123241,0.008569895,-0.251225629,-0.197177314,0.15957351,-0.021478678,-0.12321483,-0.130221963,0.046221123,-0.534434153,1
3/6/14,0.073933577,-0.131591508,0.072192199,0.030253908,0.499388806,0.821598858,0.792305544,-0.683843447,1.817845439,1.019142079,-0.49036904,0
3/7/14,-0.029144003,-0.459454024,0.071206103,0.161062815,-2.66399141,-0.996870424,-1.368917659,-0.877819687,0.206662391,-0.932043767,-0.504139388,1
3/10/14,-0.152482437,0.010449988,0.019140246,-0.193387024,-1.072520382,0.225143102,-0.34161106,-0.438988051,0.038792455,-0.503927355,-0.491746075,0
3/11/14,-0.556665301,-0.407708132,-0.001306053,-0.142962972,-1.876073434,0.362718121,0.073553341,0.471173462,-0.226654541,-0.821164354,-0.409123989,1
3/12/14,0.027612025,0.242981253,-0.022053034,-0.283343606,-0.127209338,1.708615506,1.208756355,0.210631623,0.61232325,0.140465709,-0.454566136,0
3/13/14,-1.119544639,-1.200049048,-0.054023938,0.045713164,-0.86467791,0.119820583,-0.320330626,-0.392704359,-0.477212397,-1.313104392,-0.213585052,1
3/14/14,-0.189731573,-0.611495881,0.008407898,0.11701454,0.543798638,0.453719063,0.590061164,0.177395941,0.653915525,0.389540559,0.006740511,1
3/17/14,0.758533148,0.648263008,0.062234755,-0.105171045,-0.273592543,-0.446947945,-0.574816941,0.143329256,0.122315317,0.877963984,-0.293453068,1
3/18/14,0.683500112,0.912410297,0.008529856,0.255585301,-0.189290017,-1.003103478,-0.943039987,0.209932541,0.177953365,0.997728593,-0.447680962,0
3/19/14,-0.620817702,-0.497049751,0.114996854,0.112542091,0.811760945,-1.285980795,-0.573364723,-1.51542421,-1.39441972,-1.553296172,-0.365058876,1
3/20/14,0.429671414,0.163020886,0.029438567,-0.122318604,-1.262698217,-0.800908835,-0.967747492,0.111671078,-0.745969444,0.310470478,-0.447680962,1
3/21/14,-0.329054241,-1.212383054,-0.021902143,0.018827962,0.435875084,0.387840599,0.193363069,0.700174709,0.22189775,0.439995045,-0.381583293,1
3/24/14,-0.591389526,-0.767190071,0.008727075,0.034974671,-0.116484954,-1.826287191,-1.045080677,-0.540487802,0.643310618,0.697471031,-0.369189981,1
3/25/14,0.267471005,0.204184466,0.040044299,-0.045680919,1.363657223,-0.000542619,0.095297909,0.178842073,-0.171270511,0.819515109,-0.516532701,0
3/26/14,-0.820133614,-1.098942125,-0.022358169,0.171926565,-0.847174387,-0.610530276,-0.60739509,-0.914253014,-0.620152669,0.154914895,-0.391222537,1
3/27/14,-0.223696261,-0.513751388,0.008609633,0.162964194,0.625182738,-0.666574455,-0.173242344,0.476833774,-0.565941098,0.935423197,-0.433910615,1
3/28/14,0.35317428,0.097870021,0.061421651,0.070645939,0.113900949,-0.083235762,0.37777116,0.451024816,0.180166854,0.564748182,-0.462828345,1
3/31/14,0.808814862,0.513307221,0.008727075,0.001497781,-0.391338066,-0.799586672,-0.197457303,0.63946364,0.250507457,0.471314816,-0.535811187,1
4/1/14,0.68180669,1.355091374,0.071400378,-0.250052701,0.211045883,-0.304265895,-0.031634509,0.332641341,0.34877341,0.839190081,-0.643219899,1
4/2/14,0.212659046,0.147032596,0.090964428,-0.003143966,0.258610631,0.815562115,0.601285774,0.042221918,-0.354602819,0.130817977,-0.644596934,1
4/3/14,-0.270692618,-0.700630803,-0.000867918,0.112620886,-0.450877636,-0.476541121,-0.368672771,-0.190905876,-0.651021508,-0.287780624,-0.60603996,0
4/4/14,-1.303171238,-2.204631075,-0.051392133,0.138170237,-0.115286401,1.412479122,0.312760403,0.242505082,-0.201111205,-0.201369421,-0.524794909,1
4/7/14,-1.128158497,-0.826029953,-0.011868717,-0.086630708,0.40486787,-0.404676533,-0.248773043,0.230519331,0.534249688,0.298132115,-0.303092312,1
4/8/14,0.35182923,0.683543456,-0.001763806,0.322602799,0.270207147,0.78875108,0.462379996,0.461722878,0.786783163,0.838416888,-0.396730676,1
4/9/14,0.993746592,1.320888234,0.02967086,0.162480278,-0.342190547,-0.253956769,-0.442487175,-0.222086006,0.825845061,0.543694579,-0.544073396,0
4/10/14,-2.015567167,-2.557263034,-0.043806789,-0.013764178,0.18613674,1.075557292,0.454359153,-0.773018614,0.444625916,-0.780090636,-0.259027199,0
4/11/14,-0.984163711,-0.998467695,-0.002324451,0.062432867,-0.090621665,-0.118880077,-0.149033377,-0.502340957,-0.003114565,-0.008894137,-0.102045236,1
4/14/14,0.618652802,0.571706313,0.040770695,0.058053203,0.137752517,0.613379078,-0.022188026,0.445222519,-0.882761462,-0.163060511,-0.228732434,1
4/15/14,0.53230587,0.205554606,0.008407898,-0.027674723,-1.446678265,-2.014701054,-1.027259422,0.909306261,-0.073316672,-1.10424694,-0.297584173,1
4/16/14,0.936573944,1.010047363,0.029913874,0.015829925,0.923857554,0.217203873,0.134814329,0.480915489,0.024880444,0.907628889,-0.494500144,1
4/17/14,0.120385153,-0.042072215,0.115731387,0.09040963,0.464901813,-0.741586637,-0.088127525,-0.482885167,-0.017217669,0.652506638,-0.607416995,1
4/21/14,0.30507249,0.537669645,0.008765642,0.024221792,-0.054588772,-0.422710625,-0.545394396,0.425736007,-0.283875277,-0.457338099,-0.622564378,1
4/22/14,0.435692828,0.579668317,0.029553418,-0.298940493,0.245851115,-0.575898058,-0.08109697,0.150248958,0.179516238,-0.199801958,-0.630826586,1
4/23/14,-0.299913278,-0.769845063,-0.001608962,-0.08422152,0.12520791,0.258816764,0.092866543,-0.340324828,0.179369622,-0.530927246,-0.619810308,1
4/24/14,0.060552837,0.710324322,0.029592273,0.086390104,1.464042383,0.463150915,0.588916374,0.303680706,0.207285961,0.061215389,-0.612925134,0
4/25/14,-0.913736758,-1.349107681,-0.022512439,-0.177504217,0.087217973,0.755628095,0.192279058,-0.329389616,0.052898504,-0.989478706,-0.511024562,1
4/28/14,0.10804506,0.201073196,0.040280949,0.049255456,-0.346000255,-0.150423313,-0.39256688,0.587870106,0.249086888,0.346119069,-0.523417874,1
4/29/14,0.401069481,0.582408749,0.040122592,0.078130829,-0.888539767,-0.210693868,-0.38624963,0.029821547,-0.535032319,0.680006307,-0.559220778,1
4/30/14,0.272977546,0.151920295,-0.03292561,-0.207587394,-1.030242634,-0.045524572,-0.751703333,0.257468246,0.782850675,-0.148876162,-0.600531821,1
5/1/14,-0.012515078,0.179030743,-0.023301315,-0.032421613,-0.018617332,-0.956400174,-0.47468101,0.310480656,0.052789334,0.078763975,-0.622564378,1
5/2/14,-0.112791256,-0.207914928,-0.002407008,0.064354822,1.261268088,1.466799693,1.315587166,-0.045941709,-0.003130671,0.393845953,-0.66938356,1
5/5/14,0.091706167,0.363014099,0.040854534,-0.026557866,-0.25578753,0.463769519,0.344189388,0.136983732,0.09471951,-0.409408075,-0.617056239,1
5/6/14,-0.909066524,-1.10555238,-0.002407008,0.017358039,0.088729293,-0.067578023,-0.068590584,-0.303631653,0.751399969,0.323804198,-0.546827465,1
