,Unnamed: 0,RAY_feature0,RAY_feature1,QQQ_feature0,QQQ_feature1,T10Y3M_feature0,T10Y3M_feature1,CL1_feature0,CL1_feature1,HG1_feature0,HG1_feature1,GC1_feature0,GC1_feature1,XAG_feature0,XAG_feature1,VNQ_feature0,VNQ_feature1,EURtoUSD_feature0,EURtoUSD_feature1,EEM_feature0,EEM_feature1,VIX_feature0,VIX_feature1,label,Date
12,12,0.7605450284374565,0.7419890972984429,0.8098252560965289,0.825158842413509,2.449547062714662,1.0046710869382551,1.6067818465288768,0.95628085139544,1.356705480940385,0.4369870880168814,0.9277430759183802,0.9955010481895772,1.7774781744886556,0.5349036748531516,1.7796458143566978,0.6015561700308235,2.365405595247001,0.7806929983650014,0.6975658463331001,2.6212592891684308,1.0133703883126424,1.356459494441877,0.0,2006-12-28
13,13,0.8092058626570873,0.9903940237219322,0.6399957571255235,1.242457525194782,2.463342017763932,1.0383773478503284,1.6254801408830932,0.9511648732632108,1.3545637858472366,0.494077127142431,0.8814986156935064,0.9144924135133566,1.694433493277387,0.7082015581912007,1.7336521980183297,0.6432373424638983,2.345653030921643,0.7864590749763114,0.693449492681596,2.586374191315903,1.0867866633211938,1.3526198519291694,0.0,2006-12-29
14,14,0.6992148507159995,0.9231752377090316,0.6249209872395068,1.047046263191123,2.3798272246113297,1.3588967711185571,1.6694460384103476,0.9395103079897356,1.3131465224740404,0.6034837482744974,0.8019683126906355,0.7387293905710615,1.6043440032173522,0.7210618233019167,1.7326832827161929,0.621432984589406,2.329194780208752,0.8052305029878503,0.7210842516531765,2.5840096766325926,1.1295385206282722,1.3077528452381224,0.0,2007-01-01
15,15,0.6668918215970019,0.7695436927057012,0.6170011814795577,0.8323309505154954,2.486244377306728,1.3444684897065684,1.6291804125740303,0.9376786359770451,1.4399390179214546,0.48504391733856,0.9165727305362024,0.5709614117526245,1.3246298390338769,0.8131033982633368,1.815871725782728,0.6406068939460046,2.3131564951589385,0.8264662395857478,0.7185894660176845,2.535011639246702,1.144323654363692,1.2796730196872348,0.0,2007-01-02
16,16,0.805230653717743,0.7557899279965115,0.7773912362875738,0.7171936701488627,2.540236211730777,1.3667667195260933,1.4036364500628349,1.0353358848145895,1.823655297914804,0.7232363661056761,0.6318855767438595,0.7459557247357764,1.413687011151219,0.7533499245547851,1.7754506922285354,0.5942084976579463,2.2404025283675413,0.7619489916107755,0.7265706791169807,2.792067501897392,1.2675995184145288,1.311041250406702,0.0,2007-01-03
17,17,0.669728092059234,0.7608654212740769,0.6651993273667776,0.9103037077892494,2.591826164405959,1.360476908481927,1.188348983013944,1.117122927949095,1.8097145865669475,0.7296466809842818,0.743500470173817,0.7128845677641302,1.4633447127557315,0.9625856664576272,1.7560017846762856,0.6380711269206724,2.111615385602486,0.7776652202984531,0.720171506760899,2.741736727387752,1.2776730037648087,1.2926210209490745,0.0,2007-01-04
18,18,0.9097674751476764,0.8275130112674814,0.6488878599438889,0.7705269538906077,2.600380462422455,1.3829919301567848,1.1242766224876592,1.2525431924618935,1.7735966811884514,0.7456836952508503,0.6037387528471185,1.084647934900006,1.50045176699975,0.9777226555089028,1.7390153127907444,0.5696505083615075,1.914330950345741,0.7739319461969424,0.746691563405694,2.511529954649372,1.3475022408721562,1.4494468474748463,0.0,2007-01-05
19,19,0.8067538142984133,0.7354791918390371,0.7638463365217333,0.6901501007191766,2.6135304492387395,1.4077899053706764,1.1541615204710476,1.296505462797218,1.910049724489287,0.7019460913545182,0.6368787675141372,0.8541251530980176,1.3874827480729348,0.9618370321668354,1.6597806755134488,0.6098609926735126,1.846446139132964,0.7674002828939434,0.7237508265141057,2.480282179330469,1.3849889326672709,1.4869295709365011,0.0,2007-01-08
20,20,0.7903457239258127,0.7689698752512941,0.7067771635439549,0.7775741124926012,2.601863926976828,1.3423065504309852,1.140473685060425,1.3836489511483885,1.8428231997762232,0.5842717443890151,0.6412162052638085,0.7111230048575067,1.278410762189062,0.9349809743915312,1.560379955307082,0.7007962229309795,1.772154710224109,0.7769416936527007,0.7931661961694954,2.279142281338493,1.4156299486586976,1.4024647030846409,0.0,2007-01-09
21,21,0.672171248349425,0.92166190991152,0.7193897678707729,1.029411515056431,2.51556168445767,1.3432200137030788,1.1122363901189762,1.4913576462890905,1.674117921716285,0.632798795874712,0.5666627418053154,0.6621868749247817,1.1191068923880043,0.8878892320089861,1.1812884223664002,0.968609457161986,1.6974583664620508,0.7666054012293059,0.7971606533310807,2.206729282894045,1.3895759535983832,1.2614391455967893,0.0,2007-01-10
22,22,0.6452810119556028,0.9076907712058632,0.7817099202238535,0.9279044479235394,2.355387912271916,1.3095038512664747,0.9675210224104688,1.3905250304619845,1.647374569688306,0.644230627488419,0.720827922550059,0.5180027244526756,0.8741609411134162,1.0306208698874495,0.8350924390911907,0.9656377626956756,1.6525451239401718,0.8190564008754249,0.7170010291717905,2.164145194883389,1.1238918359817658,1.1787977949205442,0.0,2007-01-11
23,23,0.7052343210651746,0.9019418976391282,1.4750980410737646,0.9359773255776344,2.17558762504702,1.3701591300839455,0.8879727448705151,1.524518470277801,1.5856086152723825,0.6891827596795637,0.8882851917692624,0.5337867546484303,0.9133315646590224,1.248289116564484,0.7378032012561349,1.0085810246657732,1.617059036276851,0.8717535680908709,0.6471369488026625,2.122906041514588,1.047748052662923,1.1659921010029537,0.0,2007-01-12
24,24,0.6801116149313648,1.0116870588623914,1.4771726830671197,0.8328788325614739,1.7049772302348118,1.555851327309726,0.8870523947737914,1.609982762962148,1.5314563981295568,0.7471480107509884,0.7524659139534164,0.727470443718997,0.7721263205205735,1.0872544067035792,0.6527599586119395,1.0268918563142255,1.5643826268603895,0.9022024032137912,0.6429747352767011,2.0350676017106504,1.0765040681786804,1.1478082079547038,0.0,2007-01-15
25,25,0.7038914846091961,0.9211033494484115,1.481796647338998,0.7688228727554206,1.7208561928386117,1.563933017311249,0.96158909260403,1.7830663822723218,1.5900865937760147,0.8341640093949675,0.686718065476354,0.6516315672333127,0.7605189015238898,1.0197908901322943,0.5870247673400915,1.0969103275383791,1.668768963334066,1.0138587939844703,0.6395514423721811,1.9867838984554549,1.1022238238004392,1.1516548889657183,0.0,2007-01-16
26,26,0.8582723678645355,0.7848170768510545,1.434653856422798,0.7013797799448154,1.7013387302679386,1.5728178046543937,0.9186913350836264,1.802459039623866,1.5157362684129727,0.8173492028306059,0.8560160164873181,0.6295490097369212,0.7792627005015891,1.0913424060989343,0.4640519713598929,1.4268032115608718,2.038291662574055,1.251697215076385,0.6542574133845847,1.968317828150497,1.113907452314914,1.153642937127086,0.0,2007-01-17
27,27,1.0377794099093065,0.7480046090832018,1.529747845728534,0.8817479988996213,1.6546754017326162,1.4290005424281342,0.964803046882156,1.893596832685722,1.5813236840220348,0.8812044455428468,0.6894665329143582,0.6900902606200496,0.8421942241864915,0.8875592300826877,0.5202255496627398,1.5799536276970785,1.9656956143401765,1.2708492216673746,0.6929648902831934,1.9182826867990064,1.1041837011703732,1.243460308807343,0.0,2007-01-18
28,28,0.8209974235732529,0.734111068123846,1.3250184903546898,0.8045154632514792,1.6651828592237303,1.3348270227960164,0.9227284927944666,1.897071502523172,1.5063792439613366,0.8830515878366657,0.8760003009708968,0.70603773788976,0.8686324532112302,0.9995762877351432,0.6144849100422943,1.705682385323977,1.929150339982679,1.3153251571610518,0.6433784955873751,1.8709538979344535,1.0422107583049731,1.3467391934525907,0.0,2007-01-19
29,29,0.8704979231470351,0.8062395305222602,1.3174947721768633,0.9204577132992636,1.9300900623035329,1.4241619404717576,0.9338466732625508,1.9733982902192235,1.467329583520908,0.8999358070065449,0.8243449685890626,0.9139808811176054,0.9631172025548465,1.0112864377388122,0.5148753914737082,1.696799531341731,1.8591103707084569,1.342133160278012,0.6119761313020611,1.8998244718144928,1.0673291976008368,1.3303933805950023,0.0,2007-01-22
30,30,0.6879471411923417,0.9077895255320316,1.2597387398619202,0.9518783632544884,1.849316792394948,1.328928347018816,0.9251178736299018,1.322348337116384,1.3590883130349805,0.9446568686139426,0.956119164064738,0.899805303953551,1.0340548567587884,1.062929198967634,0.5127215893221734,1.657683005210555,1.7740274645944851,1.3559895686317762,0.6232487081903376,1.935119639744033,1.0427870845560432,1.3114321760139025,0.0,2007-01-23
31,31,0.6745982920765649,0.8057597293619787,1.1246289556227478,0.7229087945778094,1.7938730181704987,1.317054459151536,0.9413196374206848,1.306095716945597,1.2289393179366137,0.9721890811686092,0.9868922572556944,1.052395942196348,1.0122155330156732,1.0940233193216566,0.6022733744707803,1.6153901576574854,1.7030304355435946,1.3816793364407105,0.5827848834371439,1.890152782092666,1.060570753943351,1.2705545369260616,0.0,2007-01-24
32,32,1.087540604123969,0.8237463799447026,1.1857825622018334,0.8466078794360563,1.5712963789187917,1.2548483040760714,0.9318040315139504,1.3885789543161464,1.1445648093429908,1.0753664528789098,0.907705239078048,0.9554894544162454,0.9956257334956348,1.1801826610136965,0.5823994570040705,1.5676902004447124,1.6824117450397589,1.447453974158681,0.5857842065413573,1.7497826667070966,1.2012438036765931,1.2647367969217411,0.0,2007-01-25
33,33,1.028530387798157,0.7547797284808333,1.1298122974219214,0.8461305070732422,1.4445084747553474,1.1411526634865277,0.9476816493476656,1.4103421693134752,0.9916778499354444,1.1266207156344423,0.7989033839015766,0.9114847694156768,0.9373297676501796,1.248571546325045,0.5775346904089511,1.5678957352179526,1.65377460594528,1.5466006666729055,0.7735259999980089,2.1115833297200326,1.2374181964446225,1.2728939190051285,0.0,2007-01-26
34,34,1.0023122498170849,0.7455886277853394,1.0010343326481956,0.8410522624950506,2.4487086161746885,1.2913228619764865,0.9175758888150918,1.4065791826699696,0.882393243680916,1.1366323009402486,0.7832490476075088,0.8459008228479669,0.8012093993452734,1.219837041140286,0.5735601916350791,1.553594062185511,1.7204019190064264,1.7332931828524676,0.8380635399990395,2.021526794529946,1.3123328373072378,1.3115265857443394,0.0,2007-01-29
35,35,0.9105092393044018,0.7722940335051084,0.8811624992646422,0.8460167117285214,2.368155600430105,1.306833255916087,0.9775782239601536,1.1862408542022806,0.6749213080534155,1.4923752279352864,0.8497944268414318,0.7240589861419006,0.6459427312555772,1.4243979682876775,0.5878465619964224,1.5078070435667494,1.6667610663294146,1.7705398115497604,0.8734312679333326,2.037680845401709,1.3023197843979193,1.27749219961706,0.0,2007-01-30
36,36,0.857504309091073,0.916136293673786,0.6171599328221422,0.978733085261386,2.2787716709389927,1.3255466674658003,1.0603640890943258,1.1818045897142977,0.6598885972863796,1.4270626917522655,0.9933360994225224,0.7455233954240756,0.7001904760178489,1.4125946637310711,0.5989958516256346,1.4448722917368126,1.6357191209053592,1.864704206292616,0.8908210226004039,2.0709798353015807,1.2482539970802922,1.254787914858063,0.0,2007-01-31
37,37,1.0857083766497893,1.0731198909525186,0.7148431888536639,0.8393898136922457,2.2405312309027656,1.3586870012429508,1.0795305086867943,1.076960096365101,0.7841121709777971,1.3402490860677043,1.2978049228896231,0.7327351608903191,0.7591218460819303,1.4901566467753504,0.6682968179431865,1.436250314938782,1.58983767489752,1.8818498428181816,0.8882373593486583,2.0647423782493943,1.264324410204196,1.2398123655245188,0.0,2007-02-01
38,38,1.0193603514411065,1.1535243652257907,0.6730620569396514,0.8302745129325446,2.1675395356495715,1.319610425548946,1.1733843627173297,1.0200493530726618,1.0532724491213348,1.0045589795676522,1.0651948719617643,0.7702633005283078,0.6024846493088493,1.46088726825748,0.6443664374683767,1.3808126566151349,1.559620992522102,1.932852781524128,0.9139889184496424,2.062672587473708,1.2575834618205597,1.237912644479376,0.0,2007-02-02
39,39,1.0216600167899366,1.1044290124790277,0.6353126655967095,0.9274374649919104,2.1063419779097465,1.2874817442281743,1.235161836571078,1.007769562434626,1.0997422184612744,0.7394317378364086,1.107036715090236,0.8083443478071893,0.566966324805271,1.4001503224205694,0.5986451732241663,1.4342310609669533,1.483034831183262,1.9844251852040435,0.9098163757240276,2.0123247882953605,1.2920874637589714,1.2325104794728088,0.0,2007-02-05
40,40,0.9104389814654892,1.111837814171916,0.6265891249867688,1.2470540054904724,2.0557167197017145,1.3047735732990873,1.2647992290219148,1.016124695591602,0.8585775570456733,0.6001535191521777,1.199163602013931,0.8098085660047095,0.728556464849449,1.4937823383536284,0.6455896753361853,1.7156787186925249,1.4007641957391823,2.0070047430906626,0.8958130080540244,2.039737038032573,1.3058457671406145,1.2493609940106725,0.0,2007-02-06
41,41,0.8166499227427025,1.2234822764370124,0.5260909492075204,1.2619690328391269,1.9630286230459524,1.1866634170520345,1.090715063546365,0.9469432045549268,0.8184369002200542,0.6082683963079701,1.087862431381411,0.8353086839991007,0.7246014177841876,1.4323673051639014,0.6712150847626711,1.9989529447991023,1.3550228404248217,2.033432673401629,0.8976513513621166,2.0433768724901844,1.2962952351997783,1.2762089379309771,0.0,2007-02-07
42,42,0.8294059777079286,1.0609186038858351,0.5647062963007626,1.1095633039581747,1.908955292998557,1.0044317668639704,1.1316560821795942,0.9428356935703116,0.737966286215044,0.7492341342990951,1.0306750344188562,0.9031935606925664,0.7666767708272947,1.2898229178838143,0.5646514263646668,1.8737493955759208,1.2468707074304557,2.035680196390873,0.8936747851551504,1.981501023984365,1.2743968551080116,1.281747909647113,0.0,2007-02-08
43,43,1.0345018809583055,0.8533694433295103,1.0437509975548471,1.2222855759459086,1.655113771666844,0.8967748460471316,1.1958227135087092,1.0707997914512646,0.6257648056252334,0.7781881744619716,1.1818637462601933,0.7601132208766064,0.7031143006859675,1.3392238843925033,0.5505849607331326,1.542426379033875,1.1796815919724004,2.061233541046854,0.9021310594182596,1.8504514540187904,1.2782936105239011,1.3159101857513138,0.0,2007-02-09
44,44,1.049523724574821,0.8039250848786833,1.0910576452758642,1.14479745811719,1.6684119133890043,0.8665447687386529,0.9907158989180296,1.0921434769164835,0.6796222577699935,0.7793860049139166,1.0137320178003255,0.811700025875595,0.636529754995398,1.4123866511817011,0.6403627122302757,1.5144441568779714,1.06274336842144,2.0915274889730626,0.9661136481071038,1.7494278664387817,1.3084884856201846,1.3949364505933708,0.0,2007-02-12
45,45,0.8672603086729049,0.7484913648053103,0.983212889014496,0.9291403290974444,1.4950719188575563,0.7361937400864421,1.027324586639217,1.031381755490158,0.679183574536101,0.9151449161315504,0.8527948598108821,0.7787104009588992,0.8005023175355254,1.3785858231839356,0.661366874591225,1.470069737135801,0.9219961907327244,2.1046984066848395,0.9394385806818232,1.7635688978678756,1.1503319616635694,1.373542370401458,0.0,2007-02-13
46,46,1.0052256429908684,0.9196161244609936,1.2566230735837525,0.8559530016990188,1.5959732036701435,0.8643743478087877,1.0365751506485434,1.034441060999255,0.7285713442137163,0.9720640824205024,1.0946158350722823,0.706437299879887,0.8035978476667365,1.401866106556672,0.6983764847311562,1.3238328425649064,0.93068379777267,1.3528780663007671,0.8385454638891652,1.781703082762044,1.1091859899255143,1.374054625947849,0.0,2007-02-14
47,47,0.8470659190112546,0.9973954980387344,1.084559612356664,0.9082920876748084,1.505453709912512,0.7540988062685331,1.0391391309565985,1.0349551381156925,0.794857949063832,0.8810046155912562,0.8170412148009691,0.7608886688741636,0.7728046774100564,1.3788121930432835,0.6479431978656364,1.2058471291394413,0.7831946468168635,1.7403860304611745,0.844969510683795,1.8258681165456352,0.945195146451805,1.423615970781648,0.0,2007-02-15
48,48,1.0369727784016731,0.9648663910509824,1.126965128605231,0.8257130864568144,1.6598477127572129,0.7763990941625188,1.1072478167349151,1.1551744526544248,0.8118462239407583,0.8970790602014809,0.8967176480500599,0.7073679811534667,0.7105905429163117,1.3076546584410556,0.7136086320263022,1.114380835110937,0.7530913130419654,1.8371326433248916,0.8151685098060095,1.826407270881132,0.8703665654667472,1.6014683189900918,0.0,2007-02-16
49,49,0.8064144025582302,0.8821696226800598,1.0299378579269125,0.8432996045709573,2.0648530476348816,1.1948614840657468,1.187971336353029,1.214736453658841,0.8121653506598546,0.9120644703387368,0.706922153172404,0.99221611446116,0.6598315046097206,1.0922324706187283,0.8037964399248576,1.093766873127218,0.7425432055107931,1.8134264528670008,0.8430871947275315,1.8345605814907744,0.8517570809172262,1.4646381932928676,0.0,2007-02-19
50,50,0.7465126229170562,1.128456045201755,0.6767138101346523,0.8470337533256158,1.9669559783456096,1.0285102009828453,1.1057351087803455,1.3386944693777516,0.7401569821353898,0.9137595716229052,0.6605502281512405,1.1227743396609062,0.6193574565980166,0.997985635025772,1.0012457494769331,1.26254939156126,0.7388328819522451,1.7859527782573867,0.7983304634981613,1.755010363731326,0.9134705656120854,1.411523118326514,0.0,2007-02-20
51,51,1.0160408241161127,0.9499639016187608,1.2644353113259073,0.7931411298570056,2.0613572466563697,1.0339943114495895,1.1777975006231718,1.3322637495769254,0.6893753743194391,1.009513374838228,0.9558539137455978,0.6675794042152983,0.7446713280892175,1.183180026444176,1.0148642159689536,1.127200384387348,0.725287483256083,2.0250638254925617,0.7437716949171154,1.711873594267218,0.903208519305605,1.4475572254321696,0.0,2007-02-21
52,52,0.9356840185307168,0.827754076860272,1.153083782218788,0.8432509126906897,2.146724559445508,1.0394488992280602,1.290855882627211,1.2827748591797064,0.514598861502672,0.9470565074014118,0.8764572103995862,0.6422261154349943,0.65603465888935,1.1568355568274686,1.0790330374707018,1.0252075081246297,0.705157301154686,1.984930147798862,0.7489501829738211,1.6674751155852885,0.8573557072965441,1.521041264876146,0.0,2007-02-22
53,53,0.9647388688328082,0.7239750458988425,0.9912918878750024,0.6451049156083056,2.252129905894393,1.050761761145382,1.3943664500588435,1.248932176060693,0.4862888820409956,1.1785372483751972,0.8919683146248426,0.6475082402454198,0.7392575687647996,1.3631036247793982,1.0118468533910536,0.7448334004345779,0.7528660178544105,1.8610660693130008,0.7915992937607935,1.5596597890410446,0.8843027450015116,1.4624633653291628,0.0,2007-02-23
54,54,0.8016305655850932,0.7364198975972427,0.9318588977180784,0.6032504974696095,2.434838067356988,1.088346842562159,1.4801399671017204,1.2334067789582408,0.490954552587493,1.197403503963434,0.9084860604914068,0.6519479376595341,0.7221226963334498,1.3969133919117585,1.1300932087703366,0.6720238618890509,0.8846917071026101,1.7131940590590362,0.8589433200742498,1.550400247110524,0.9450829878665404,1.4664835833742764,0.0,2007-02-26
55,55,1.2648414842392774,1.2573431581333463,1.1244810017979134,1.1891781041355145,2.3568698362064446,1.026780455127825,1.5288116239642284,1.1976321558952336,0.4872978083773107,1.2117260382722008,0.7799663721682105,0.755288902639259,0.6506546651473413,1.0807245407398325,1.138627183928525,0.498761783344004,1.0992386327813808,1.7314476309000524,1.21944424928118,1.3849551549028185,1.5252031146530831,1.6455744164518566,0.0,2007-02-27
56,56,0.9789180064454048,1.151369675849592,0.754678931818001,1.0311768613365926,2.389464133238448,1.0382469972322446,1.5603970002241558,1.1841647622778029,0.5193031301167214,1.4873239500202515,0.7064004289049153,1.0341757598945878,0.7217663205569463,1.0409628166625486,1.226311508114052,0.5077230761377403,1.1257306785199528,1.5959072434655803,1.2566800770349824,1.4057950507057106,1.5772420716919913,0.9047739278056384,0.0,2007-02-28
57,57,0.9612288172544344,1.0866804952166842,0.7533544490231255,1.0422102279992762,2.344285886043944,1.055123617390257,1.5717987894358798,1.1285993749250267,0.631915097768458,1.663986482837705,0.9734953286860908,1.048894664043497,0.8211731278514471,0.8696123103765783,1.3299591675132498,0.5387144406263317,1.0612551612184915,1.4898611008914235,1.2705219827141834,1.4312270778420908,1.7551829164309984,0.9238527837127444,0.0,2007-03-01
58,58,1.04031604000559,1.0364280851201757,0.8565292167887615,1.0589203037967685,2.312927203007472,1.078080858015849,1.5398188693307329,1.066830460241217,0.6580080462961465,1.5478315247964358,0.6736616103605814,1.0203680747652215,1.3217358889300437,0.6368268891390639,1.4147717665414132,0.6018549689251553,1.067325975365125,1.422295793821667,1.3569500636381742,1.4404548563847774,2.2163448262127536,1.130685978495204,1.0,2007-03-02
59,59,1.0928990651544883,1.0509625407351544,0.8639599673052414,1.06299308044187,2.249715731332256,1.097785133350287,1.2492676950259642,1.0404419747759703,0.613341117057915,1.593346125801098,0.6695584616243717,1.035457758355461,1.4745536499741054,0.6543370157392193,1.5978960747180986,0.5712048859721484,0.8298528186155427,1.3094420332998031,1.3964814329242785,1.2027714626328534,2.276266974779823,1.2301785673968035,1.0,2007-03-05
60,60,0.8292321624600201,1.0091884277903476,0.6877841670920466,1.0727145923174335,2.2056627962834674,1.128266257877708,1.2863906226788162,1.10823453837604,0.5874377018469776,1.6320442036182512,0.7035811103686587,0.7682930358663137,1.500803255317536,0.642129526599306,1.5585645768704597,0.6431744659531196,0.829980502971569,1.1810897574557535,1.3593790166934088,1.1240497480106617,2.2275003119731327,0.8581046558526133,1.0,2007-03-06
61,61,0.805579849537054,0.9484766582441444,0.6818575793875279,0.890392712916415,2.151720780137474,1.1488383100453683,1.4049876287882708,1.2557080774079792,0.5415781097690238,1.5461367452893373,0.6631114712044923,0.7951479340957412,1.547220026702648,0.5980960942319495,1.558918559851583,0.5835676569141507,0.9281731136762496,1.0687127485855052,1.5093087949090265,1.0897158157596931,2.095919230722798,0.80051620187655,1.0,2007-03-07
62,62,0.7579235169636211,0.8933680031920651,0.705423748416022,0.7656574806951931,2.026897120851688,1.1109278893927823,1.4926159863061497,1.2371004696901926,0.4630817659815787,1.443363255652715,0.6617162141658742,0.8465981449645034,1.5225919065477391,0.5922456813291815,1.5549818942806608,0.5820150676394754,0.9265078235387788,1.03106866593312,1.4102941516782048,1.1003652431735715,1.9561174844595928,0.7292041638440269,1.0,2007-03-08
63,63,0.7634443488992321,0.9153485307173262,0.698736520903055,0.7992199719813404,1.7926759953281006,1.1244932954605518,1.2647631139956288,1.1242456178515547,0.6228272811732767,1.379993419442698,0.6257702445209967,0.735453221090899,1.5103022661746597,0.593388883053996,1.493435536104578,0.5144367686343367,0.8515621858328747,1.1981939695804993,1.3624648218301858,1.127392253027368,1.897538043221881,0.7082138035076192,1.0,2007-03-09
64,64,0.7610813492671226,1.2216433189846478,0.6708024727716132,0.9189516925185776,1.743230311786185,1.1168961635826162,1.163205192628379,1.2137831069441565,0.6112916950895524,1.1675560248432546,0.6332443543028687,0.7766237346665668,1.6900254852639194,0.5460345599861108,1.8280372609037927,0.6592534927355669,0.9078610239472916,1.4333112995000064,1.3280374380835112,1.1684718186385934,1.8695810924711336,0.7185580144765162,1.0,2007-03-12
